Player,Region,League,Year,Dataset,Team,Pos,GP,WAR,WAR_per_game,proj_WAR
Bio,Americas,NACL,2025,full year (per-game derived),Cupid Esports,Jungle,4,37.85,9.4625,13.722
Music,Americas,NACL,2025,full year (per-game derived),Blue Otter,Jungle,22,37.207,1.6912,20.86
Yuuji,Americas,NACL,2025,full year (per-game derived),DarkZero Dragonsteel,Jungle,10,32.713,3.2713,21.121
KryRa,Americas,NACL,2025,full year (per-game derived),Blue Otter,Jungle,21,31.754,1.5121,23.575
Tomio,Americas,NACL,2025,full year (per-game derived),Luminosity Gaming,Jungle,50,27.701,0.554,22.557
Dardoch,Americas,NACL,2025,full year (per-game derived),CCG Esports,Jungle,28,27.435,0.9798,24.272
Music,Americas,NACL,2025,full year (per-game derived),CCG Esports,Jungle,11,26.738,2.4307,16.829
Kenvi,Americas,NACL,2025,full year (per-game derived),Citadel Gaming,Jungle,19,19.62,1.0326,12.193
Kisno,Americas,NACL,2025,full year (per-game derived),Conviction,Jungle,35,18.287,0.5225,15.146
Kisno,Americas,NACL,2025,full year (per-game derived),DarkZero Dragonsteel,Jungle,18,14.569,0.8094,13.344
Perry,Americas,NACL,2025,full year (per-game derived),Conviction,Jungle,22,11.493,0.5224,7.905
Dardoch,Americas,NACL,2025,full year (per-game derived),Supernova,Jungle,23,11.398,0.4956,18.369
Matty,Americas,NACL,2025,full year (per-game derived),Cupid Esports,Jungle,4,10.519,2.6298,12.748
Wilson,Americas,NACL,2025,full year (per-game derived),Winthrop University,Jungle,46,5.486,0.1193,7.429
Keel,Americas,NACL,2025,full year (per-game derived),Supernova,Jungle,21,4.338,0.2066,16.138
KryRa,Americas,NACL,2025,full year (per-game derived),DarkZero Dragonsteel,Jungle,13,-4.338,-0.3337,12.833
Bio,Americas,NACL,2025,full year (per-game derived),Pulse Star,Jungle,27,-4.483,-0.166,4.78
Lojaz,Americas,NACL,2025,full year (per-game derived),Apex Mission Impossible,Jungle,30,-8.624,-0.2875,2.736
Kaido,Americas,NACL,2025,full year (per-game derived),Dorado Gaming,Jungle,20,-10.984,-0.5492,8.232
Lojaz,Americas,NACL,2025,full year (per-game derived),Blue Otter,Jungle,3,-11.555,-3.8517,10.624
Shimmer,Americas,NACL,2025,full year (per-game derived),DarkZero Dragonsteel,Jungle,11,-20.625,-1.875,4.334
DARKWINGS,Americas,NACL,2025,full year (per-game derived),Conviction,Middle,35,43.694,1.2484,26.344
KatEvolved,Americas,NACL,2025,full year (per-game derived),Conviction,Middle,22,34.756,1.5798,17.379
Bradley,Americas,NACL,2025,full year (per-game derived),Citadel Gaming,Middle,19,33.208,1.7478,18.963
Pobelter,Americas,NACL,2025,full year (per-game derived),Near Airport,Middle,38,20.846,0.5486,13.778
PhyMini,Americas,NACL,2025,full year (per-game derived),Apex Mission Impossible,Middle,23,20.538,0.893,11.705
PhyMini,Americas,NACL,2025,full year (per-game derived),Luminosity Gaming,Middle,2,17.634,8.817,6.006
Spirax,Americas,NACL,2025,full year (per-game derived),DarkZero Dragonsteel,Middle,26,16.539,0.6361,13.659
Retrozing,Americas,NACL,2025,full year (per-game derived),Apex Mission Impossible,Middle,7,15.706,2.2437,7.164
Toasty,Americas,NACL,2025,full year (per-game derived),DarkZero Dragonsteel,Middle,26,6.388,0.2457,5.714
Ablazeolive,Americas,NACL,2025,full year (per-game derived),Supernova,Middle,23,5.949,0.2587,9.999
Sword,Americas,NACL,2025,full year (per-game derived),Winthrop University,Middle,46,4.59,0.0998,3.681
Young,Americas,NACL,2025,full year (per-game derived),CCG Esports,Middle,11,4.036,0.3669,0.501
Samikin,Americas,NACL,2025,full year (per-game derived),Blue Otter,Middle,46,1.129,0.0245,4.237
shochi,Americas,NACL,2025,full year (per-game derived),Dorado Gaming,Middle,20,0.025,0.0012,3.655
aadurrr,Americas,NACL,2025,full year (per-game derived),Pulse Star,Middle,27,-0.076,-0.0028,2.805
aadurrr,Americas,NACL,2025,full year (per-game derived),Cupid Esports,Middle,4,-6.207,-1.5518,3.979
Aojune,Americas,NACL,2025,full year (per-game derived),CCG Esports,Middle,28,-7.374,-0.2634,-0.674
Insanity,Americas,NACL,2025,full year (per-game derived),Luminosity Gaming,Middle,48,-7.514,-0.1565,-2.95
Asilah,Americas,NACL,2025,full year (per-game derived),Supernova,Middle,21,-17.519,-0.8342,-3.834
Likeamaws,Americas,NACL,2025,full year (per-game derived),Cupid Esports,Middle,4,-39.851,-9.9628,-0.417
TF Blade,Americas,NACL,2025,full year (per-game derived),Conviction,ADC,1,47.538,47.538,4.595
ScaryJerry,Americas,NACL,2025,full year (per-game derived),Supernova,ADC,23,35.385,1.5385,16.464
sajed,Americas,NACL,2025,full year (per-game derived),DarkZero Dragonsteel,ADC,44,27.983,0.636,14.094
Doublelift,Americas,NACL,2025,full year (per-game derived),Near Airport,ADC,33,22.748,0.6893,13.68
Shogo,Americas,NACL,2025,full year (per-game derived),Supernova,ADC,21,21.293,1.014,10.449
Sushee,Americas,NACL,2025,full year (per-game derived),Dorado Gaming,ADC,17,21.193,1.2466,9.555
Spawn,Americas,NACL,2025,full year (per-game derived),DarkZero Dragonsteel,ADC,8,20.372,2.5465,6.581
Hub,Americas,NACL,2025,full year (per-game derived),Cupid Esports,ADC,4,19.879,4.9698,5.107
Mobility,Americas,NACL,2025,full year (per-game derived),Winthrop University,ADC,46,15.862,0.3448,11.109
Tactical,Americas,NACL,2025,full year (per-game derived),Luminosity Gaming,ADC,50,13.051,0.261,8.396
Array,Americas,NACL,2025,full year (per-game derived),Blue Otter,ADC,23,12.415,0.5398,12.644
Hub,Americas,NACL,2025,full year (per-game derived),Pulse Star,ADC,27,3.235,0.1198,3.235
V1per,Americas,NACL,2025,full year (per-game derived),Conviction,ADC,21,1.709,0.0814,2.376
Bazz,Americas,NACL,2025,full year (per-game derived),Apex Mission Impossible,ADC,30,1.238,0.0413,3.442
Array,Americas,NACL,2025,full year (per-game derived),CCG Esports,ADC,28,0.487,0.0174,8.114
Airren,Americas,NACL,2025,full year (per-game derived),Conviction,ADC,35,-1.461,-0.0417,-0.231
Shogo,Americas,NACL,2025,full year (per-game derived),CCG Esports,ADC,11,-2.953,-0.2685,1.636
Levitate,Americas,NACL,2025,full year (per-game derived),Blue Otter,ADC,22,-3.269,-0.1486,4.356
Instinct,Americas,NACL,2025,full year (per-game derived),Citadel Gaming,ADC,19,-4.599,-0.2421,1.434
Sushee,Americas,NACL,2025,full year (per-game derived),Near Airport,ADC,5,-6.929,-1.3858,3.536
Fatihcan,Americas,NACL,2025,full year (per-game derived),Dorado Gaming,ADC,3,-9.141,-3.047,2.161
Airren,Americas,NACL,2025,full year (per-game derived),Blue Otter,ADC,1,-14.594,-14.594,0.367
Nightstar,Americas,NACL,2025,full year (per-game derived),Cupid Esports,ADC,4,-14.657,-3.6642,1.223
Only35,Americas,NACL,2025,full year (per-game derived),Winthrop University,Support,46,33.371,0.7255,21.131
Kelpo,Americas,NACL,2025,full year (per-game derived),Near Airport,Support,10,25.485,2.5485,8.634
Zeyzal,Americas,NACL,2025,full year (per-game derived),Luminosity Gaming,Support,50,23.543,0.4709,16.03
Breezy,Americas,NACL,2025,full year (per-game derived),CCG Esports,Support,28,22.051,0.7875,15.923
Pockus,Americas,NACL,2025,full year (per-game derived),Apex Mission Impossible,Support,23,21.295,0.9259,12.173
Stunt,Americas,NACL,2025,full year (per-game derived),Conviction,Support,22,10.364,0.4711,6.199
Breezy,Americas,NACL,2025,full year (per-game derived),Supernova,Support,23,9.988,0.4343,12.46
Diamond,Americas,NACL,2025,full year (per-game derived),Citadel Gaming,Support,19,8.71,0.4584,7.832
Protos,Americas,NACL,2025,full year (per-game derived),Apex Mission Impossible,Support,7,6.968,0.9954,3.962
Zyko,Americas,NACL,2025,full year (per-game derived),DarkZero Dragonsteel,Support,44,3.799,0.0863,6.987
Bruhruto,Americas,NACL,2025,full year (per-game derived),Pulse Star,Support,27,2.792,0.1034,2.227
Cryogen,Americas,NACL,2025,full year (per-game derived),DarkZero Dragonsteel,Support,8,2.189,0.2736,3.072
Minui,Americas,NACL,2025,full year (per-game derived),Conviction,Support,35,2.023,0.0578,2.626
Mixtsure,Americas,NACL,2025,full year (per-game derived),Dorado Gaming,Support,20,0.321,0.0161,3.458
Biofrost,Americas,NACL,2025,full year (per-game derived),Near Airport,Support,28,-0.964,-0.0344,1.07
rovex,Americas,NACL,2025,full year (per-game derived),Blue Otter,Support,46,-4.706,-0.1023,-0.207
Fatihcan,Americas,NACL,2025,full year (per-game derived),CCG Esports,Support,11,-7.15,-0.65,0.596
Rhino,Americas,NACL,2025,full year (per-game derived),Supernova,Support,21,-10.945,-0.5212,-1.081
PicaPica,Americas,NACL,2025,full year (per-game derived),Cupid Esports,Support,4,-18.498,-4.6245,0.845
Bruhruto,Americas,NACL,2025,full year (per-game derived),Cupid Esports,Support,4,-21.682,-5.4205,-0.756
Zamudo,Americas,NACL,2026,full year (per-game derived),NRG,Top,36,51.493,1.4304,36.172
Crimson,Americas,NACL,2026,full year (per-game derived),Maryville University,Top,7,26.173,3.739,12.416
Denathor,Americas,NACL,2026,full year (per-game derived),Winthrop University,Top,41,24.156,0.5892,19.837
Keii,Americas,NACL,2026,full year (per-game derived),Maryville University,Top,25,23.942,0.9577,18.268
Philip,Americas,NACL,2026,full year (per-game derived),Blue Otter,Top,2,22.038,11.019,14.264
Horder,Americas,NACL,2026,full year (per-game derived),Supernova,Top,30,21.844,0.7281,12.953
arbrio,Americas,NACL,2026,full year (per-game derived),Apex Mission Impossible,Top,19,14.472,0.7617,12.954
Bradley,Americas,NACL,2026,full year (per-game derived),Citadel Gaming,Top,7,13.704,1.9577,12.342
Asilah,Americas,NACL,2026,full year (per-game derived),Citadel Gaming,Top,2,10.376,5.188,11.941
Sniper,Americas,NACL,2026,full year (per-game derived),Conviction,Top,37,6.416,0.1734,8.302
Fiji,Americas,NACL,2026,full year (per-game derived),CCG Esports,Top,40,0.013,0.0003,5.318
Dec0y,Americas,NACL,2026,full year (per-game derived),Dorado Gaming,Top,30,-0.004,-0.0001,7.513
Stray,Americas,NACL,2026,full year (per-game derived),Citadel Gaming,Top,11,-0.638,-0.058,4.848
Ariana,Americas,NACL,2026,full year (per-game derived),Blue Otter,Top,21,-8.23,-0.3919,6.376
Rovex,Americas,NACL,2026,full year (per-game derived),Blue Otter,Top,1,-40.431,-40.431,10.429
Berik,Americas,NACL,2026,full year (per-game derived),Winthrop University,Top,5,-66.888,-13.3776,0.575
Yuuji,Americas,NACL,2026,full year (per-game derived),Maryville University,Jungle,29,57.144,1.9705,32.526
Perry,Americas,NACL,2026,full year (per-game derived),Conviction,Jungle,3,47.431,15.8103,9.951
Niles,Americas,NACL,2026,full year (per-game derived),Maryville University,Jungle,3,42.621,14.207,14.802
Music,Americas,NACL,2026,full year (per-game derived),Supernova,Jungle,29,21.613,0.7453,19.518
Dardoch,Americas,NACL,2026,full year (per-game derived),CCG Esports,Jungle,40,21.296,0.5324,17.3
Kisno,Americas,NACL,2026,full year (per-game derived),NRG,Jungle,36,16.593,0.4609,14.848
Tomio,Americas,NACL,2026,full year (per-game derived),Conviction,Jungle,34,12.158,0.3576,15.754
Griffin,Americas,NACL,2026,full year (per-game derived),Citadel Gaming,Jungle,20,9.591,0.4796,11.162
Bio,Americas,NACL,2026,full year (per-game derived),Apex Mission Impossible,Jungle,19,6.193,0.3259,9.342
Wilson,Americas,NACL,2026,full year (per-game derived),Winthrop University,Jungle,46,-2.064,-0.0449,3.596
Will,Americas,NACL,2026,full year (per-game derived),Supernova,Jungle,1,-2.197,-2.197,12.369
Munchy,Americas,NACL,2026,full year (per-game derived),Blue Otter,Jungle,24,-7.981,-0.3325,3.46
Lojaz,Americas,NACL,2026,full year (per-game derived),Dorado Gaming,Jungle,30,-9.347,-0.3116,-0.095
PhyMini,Americas,NACL,2026,full year (per-game derived),NRG,Middle,28,36.814,1.3148,19.505
Samikin,Americas,NACL,2026,full year (per-game derived),Winthrop University,Middle,5,36.055,7.211,6.458
Spirax,Americas,NACL,2026,full year (per-game derived),Maryville University,Middle,29,35.279,1.2165,19.05
Bradley,Americas,NACL,2026,full year (per-game derived),Citadel Gaming,Middle,13,33.288,2.5606,16.627
Samikin,Americas,NACL,2026,full year (per-game derived),Blue Otter,Middle,22,28.101,1.2773,10.433
Leza,Americas,NACL,2026,full year (per-game derived),CCG Esports,Middle,4,23.832,5.958,5.601
AoJune,Americas,NACL,2026,full year (per-game derived),Maryville University,Middle,3,14.884,4.9613,4.83
Young,Americas,NACL,2026,full year (per-game derived),Blue Otter,Middle,2,7.437,3.7185,1.317
Insanity,Americas,NACL,2026,full year (per-game derived),Conviction,Middle,37,3.875,0.1047,0.95
aadam,Americas,NACL,2026,full year (per-game derived),Dorado Gaming,Middle,30,3.11,0.1037,3.502
Zach,Americas,NACL,2026,full year (per-game derived),Winthrop University,Middle,39,0.087,0.0022,1.782
shochi,Americas,NACL,2026,full year (per-game derived),Supernova,Middle,30,-0.029,-0.001,3.165
AoJune,Americas,NACL,2026,full year (per-game derived),CCG Esports,Middle,36,-5.023,-0.1395,-0.866
Retrozing,Americas,NACL,2026,full year (per-game derived),Apex Mission Impossible,Middle,19,-8.992,-0.4733,-0.085
Siroinai,Americas,NACL,2026,full year (per-game derived),NRG,Middle,8,-9.174,-1.1468,1.237
Asilah,Americas,NACL,2026,full year (per-game derived),Citadel Gaming,Middle,7,-13.81,-1.9729,-2.587
WU Zach,Americas,NACL,2026,full year (per-game derived),Winthrop University,Middle,2,-20.003,-10.0015,2.452
Tomo,Americas,NACL,2026,full year (per-game derived),Winthrop University,ADC,5,70.588,14.1176,21.876
MU Scary Jerry,Americas,NACL,2026,full year (per-game derived),Maryville University,ADC,3,53.862,17.954,24.434
Cody Sun,Americas,NACL,2026,full year (per-game derived),Conviction,ADC,5,36.873,7.3746,23.721
Mobility,Americas,NACL,2026,full year (per-game derived),Winthrop University,ADC,41,36.553,0.8915,26.961
ScaryJerry,Americas,NACL,2026,full year (per-game derived),Maryville University,ADC,29,30.352,1.0466,26.185
Cody Sun,Americas,NACL,2026,full year (per-game derived),CCG Esports,ADC,36,29.751,0.8264,25.96
Spawn,Americas,NACL,2026,full year (per-game derived),Blue Otter,ADC,22,25.574,1.1625,20.545
Tactical,Americas,NACL,2026,full year (per-game derived),Conviction,ADC,19,24.089,1.2678,19.064
Levitate,Americas,NACL,2026,full year (per-game derived),Blue Otter,ADC,2,23.814,11.907,15.942
Spawn,Americas,NACL,2026,full year (per-game derived),CCG Esports,ADC,4,19.461,4.8652,18.298
Levitate,Americas,NACL,2026,full year (per-game derived),Supernova,ADC,30,18.763,0.6254,16.824
Good Boi,Americas,NACL,2026,full year (per-game derived),Apex Mission Impossible,ADC,2,16.043,8.0215,21.304
Biostir,Americas,NACL,2026,full year (per-game derived),Dorado Gaming,ADC,1,5.935,5.935,21.155
Meech,Americas,NACL,2026,full year (per-game derived),Conviction,ADC,13,1.788,0.1375,12.524
Bazz,Americas,NACL,2026,full year (per-game derived),Apex Mission Impossible,ADC,17,1.707,0.1004,11.737
Sushee,Americas,NACL,2026,full year (per-game derived),NRG,ADC,36,-1.707,-0.0474,10.068
Hub,Americas,NACL,2026,full year (per-game derived),Dorado Gaming,ADC,29,-5.136,-0.1771,8.634
Array,Americas,NACL,2026,full year (per-game derived),Citadel Gaming,ADC,20,-9.212,-0.4606,8.333
InFlame,Americas,NACL,2026,full year (per-game derived),Dorado Gaming,Support,8,27.831,3.4789,8.708
Dionrray,Americas,NACL,2026,full year (per-game derived),Blue Otter,Support,1,27.495,27.495,4.588
Obstinatus,Americas,NACL,2026,full year (per-game derived),Maryville University,Support,29,22.675,0.7819,12.87
Spica,Americas,NACL,2026,full year (per-game derived),NRG,Support,36,19.299,0.5361,12.087
Only35,Americas,NACL,2026,full year (per-game derived),CCG Esports,Support,40,8.462,0.2116,11.942
Zyko,Americas,NACL,2026,full year (per-game derived),Conviction,Support,5,7.928,1.5856,5.981
Rovex,Americas,NACL,2026,full year (per-game derived),Blue Otter,Support,21,4.289,0.2042,4.033
Spirax,Americas,NACL,2026,full year (per-game derived),Maryville University,Support,3,4.017,1.339,3.875
Kim Down,Americas,NACL,2026,full year (per-game derived),Winthrop University,Support,46,3.862,0.084,4.42
Bounty,Americas,NACL,2026,full year (per-game derived),Conviction,Support,19,3.746,0.1972,3.818
Redemption,Americas,NACL,2026,full year (per-game derived),Dorado Gaming,Support,22,3.054,0.1388,3.53
Protos,Americas,NACL,2026,full year (per-game derived),Apex Mission Impossible,Support,19,0.525,0.0276,2.837
Zyko,Americas,NACL,2026,full year (per-game derived),Supernova,Support,30,-0.525,-0.0175,3.575
Keel,Americas,NACL,2026,full year (per-game derived),Citadel Gaming,Support,11,-13.882,-1.262,-0.723
Minui,Americas,NACL,2026,full year (per-game derived),Blue Otter,Support,2,-15.176,-7.588,2.52
Stray,Americas,NACL,2026,full year (per-game derived),Citadel Gaming,Support,9,-18.27,-2.03,-1.048
Breezy,Americas,NACL,2026,full year (per-game derived),Conviction,Support,13,-19.502,-1.5002,2.672
Kiaya,Pacific,LCP,2025,full year (per-game derived),GAM Esports,Top,79,41.439,0.5245,32.486
Driver,Pacific,LCP,2025,full year (per-game derived),CTBC Flying Oyster,Top,44,40.345,0.9169,27.703
BioPanther,Pacific,LCP,2025,full year (per-game derived),Chiefs Esports Club,Top,43,21.211,0.4933,16.5
Azhi,Pacific,LCP,2025,full year (per-game derived),PSG Talon,Top,87,17.802,0.2046,15.747
Kratos,Pacific,LCP,2025,full year (per-game derived),MVK Esports,Top,76,14.318,0.1884,13.075
Hiro02,Pacific,LCP,2025,full year (per-game derived),Team Secret Whales,Top,45,13.455,0.299,12.064
zorenous,Pacific,LCP,2025,full year (per-game derived),Chiefs Esports Club,Top,4,6.709,1.6772,9.703
Rest,Pacific,LCP,2025,full year (per-game derived),CTBC Flying Oyster,Top,34,3.678,0.1082,6.761
Steller,Pacific,LCP,2025,full year (per-game derived),Team Secret Whales,Top,12,0.892,0.0743,7.551
Evi,Pacific,LCP,2025,full year (per-game derived),Fukuoka SoftBank HAWKS gaming,Top,54,-0.892,-0.0165,3.157
Pun,Pacific,LCP,2025,full year (per-game derived),Team Secret Whales,Top,15,-1.627,-0.1085,6.31
RayFarky,Pacific,LCP,2025,full year (per-game derived),DetonatioN FocusMe,Top,53,-14.713,-0.2776,-5.457
Yohan,Pacific,LCP,2025,full year (per-game derived),Fukuoka SoftBank HAWKS gaming,Jungle,18,25.334,1.4074,14.662
Gury,Pacific,LCP,2025,full year (per-game derived),MVK Esports,Jungle,76,25.157,0.331,20.291
JunJia,Pacific,LCP,2025,full year (per-game derived),CTBC Flying Oyster,Jungle,78,17.66,0.2264,15.043
Guwon,Pacific,LCP,2025,full year (per-game derived),DetonatioN FocusMe,Jungle,32,13.99,0.4372,11.301
Hizto,Pacific,LCP,2025,full year (per-game derived),Team Secret Whales,Jungle,72,12.145,0.1687,11.057
Levi,Pacific,LCP,2025,full year (per-game derived),GAM Esports,Jungle,79,10.998,0.1392,10.307
Husha,Pacific,LCP,2025,full year (per-game derived),Chiefs Esports Club,Jungle,18,6.154,0.3419,7.696
Mir,Pacific,LCP,2025,full year (per-game derived),Chiefs Esports Club,Jungle,15,1.528,0.1019,6.306
Citrus,Pacific,LCP,2025,full year (per-game derived),DetonatioN FocusMe,Jungle,21,1.407,0.067,5.712
Courage,Pacific,LCP,2025,full year (per-game derived),Fukuoka SoftBank HAWKS gaming,Jungle,36,-4.22,-0.1172,1.758
Karsa,Pacific,LCP,2025,full year (per-game derived),PSG Talon,Jungle,87,-11.108,-0.1277,-5.867
