Player,Region,League,Year,Dataset,Team,Pos,GP,WAR,WAR_per_game,proj_WAR
deokdam,Korea,LCK,2023,full year (per-game derived),DRX,ADC,38,-24.227,-0.6376,-10.729
Kael,Korea,LCK,2023,full year (per-game derived),Liiv SANDBOX,Support,91,38.468,0.4227,31.331
Keria,Korea,LCK,2023,full year (per-game derived),T1,Support,120,38.341,0.3195,32.596
Kellin,Korea,LCK,2023,full year (per-game derived),Dplus Kia,Support,75,22.528,0.3004,19.041
Peter,Korea,LCK,2023,full year (per-game derived),Nongshim RedForce,Support,85,19.43,0.2286,17.081
Effort,Korea,LCK,2023,full year (per-game derived),HANJIN BRION,Support,89,16.855,0.1894,15.258
Bible,Korea,LCK,2023,full year (per-game derived),Dplus Kia,Support,13,11.977,0.9213,11.112
Delight,Korea,LCK,2023,full year (per-game derived),Gen.G,Support,109,11.887,0.1091,11.633
BeryL,Korea,LCK,2023,full year (per-game derived),DRX,Support,90,9.624,0.1069,9.918
Life,Korea,LCK,2023,full year (per-game derived),Hanwha Life Esports,Support,107,7.538,0.0704,8.271
Lehends,Korea,LCK,2023,full year (per-game derived),KT Rolster,Support,113,0.0,0.0,2.349
Moham,Korea,LCK,2023,full year (per-game derived),DN SOOPers,Support,21,-0.038,-0.0018,6.444
Way,Korea,LCK,2023,full year (per-game derived),KT Rolster,Support,1,-5.471,-5.471,10.257
Jun,Korea,LCK,2023,full year (per-game derived),DN SOOPers,Support,42,-8.714,-0.2075,-0.36
Andil,Korea,LCK,2023,full year (per-game derived),DN SOOPers,Support,20,-21.443,-1.0722,-1.732
Kiin,Korea,LCK,2024,full year (per-game derived),Gen.G,Top,103,38.191,0.3708,30.205
Casting,Korea,LCK,2024,full year (per-game derived),KT Rolster,Top,3,33.509,11.1697,9.026
Zeus,Korea,LCK,2024,full year (per-game derived),T1,Top,114,30.153,0.2645,25.011
Doran,Korea,LCK,2024,full year (per-game derived),Hanwha Life Esports,Top,112,18.248,0.1629,18.502
Kingen,Korea,LCK,2024,full year (per-game derived),Dplus Kia,Top,111,12.523,0.1128,11.529
Morgan,Korea,LCK,2024,full year (per-game derived),HANJIN BRION,Top,82,9.305,0.1135,7.585
DnDn,Korea,LCK,2024,full year (per-game derived),Nongshim RedForce,Top,55,6.118,0.1112,1.156
PerfecT,Korea,LCK,2024,full year (per-game derived),KT Rolster,Top,94,6.054,0.0644,6.568
DuDu,Korea,LCK,2024,full year (per-game derived),DN SOOPers,Top,90,4.761,0.0529,8.697
Clear,Korea,LCK,2024,full year (per-game derived),BNK FEARX,Top,88,4.466,0.0508,5.589
Mihile,Korea,LCK,2024,full year (per-game derived),Nongshim RedForce,Top,29,-13.398,-0.462,-0.456
Rascal,Korea,LCK,2024,full year (per-game derived),DRX,Top,62,-25.704,-0.4146,-12.177
Frog,Korea,LCK,2024,full year (per-game derived),DRX,Top,21,-29.548,-1.407,-8.967
YoungJae,Korea,LCK,2024,full year (per-game derived),HANJIN BRION,Jungle,35,20.441,0.584,16.134
Raptor,Korea,LCK,2024,full year (per-game derived),BNK FEARX,Jungle,45,19.028,0.4228,14.764
Cuzz,Korea,LCK,2024,full year (per-game derived),DN SOOPers,Jungle,90,18.012,0.2001,17.457
Oner,Korea,LCK,2024,full year (per-game derived),T1,Jungle,112,16.887,0.1508,17.396
Willer,Korea,LCK,2024,full year (per-game derived),BNK FEARX,Jungle,43,13.544,0.315,14.32
Peanut,Korea,LCK,2024,full year (per-game derived),Hanwha Life Esports,Jungle,112,10.349,0.0924,10.476
GIDEON,Korea,LCK,2024,full year (per-game derived),HANJIN BRION,Jungle,37,3.585,0.0969,3.582
Pyosik,Korea,LCK,2024,full year (per-game derived),KT Rolster,Jungle,97,3.573,0.0368,3.574
Canyon,Korea,LCK,2024,full year (per-game derived),Gen.G,Jungle,103,0.269,0.0026,5.097
Lucid,Korea,LCK,2024,full year (per-game derived),Dplus Kia,Jungle,111,0.0,0.0,4.397
Sylvie,Korea,LCK,2024,full year (per-game derived),Nongshim RedForce,Jungle,84,-5.952,-0.0709,-1.133
Sponge,Korea,LCK,2024,full year (per-game derived),DRX,Jungle,83,-15.413,-0.1857,-7.017
DDoiV,Korea,LCK,2024,full year (per-game derived),HANJIN BRION,Jungle,10,-18.856,-1.8856,-1.82
Guwon,Korea,LCK,2024,full year (per-game derived),T1,Jungle,2,-21.562,-10.781,-0.045
Chovy,Korea,LCK,2024,full year (per-game derived),Gen.G,Middle,103,42.737,0.4149,35.81
Zeka,Korea,LCK,2024,full year (per-game derived),Hanwha Life Esports,Middle,112,18.789,0.1678,19.318
Bdd,Korea,LCK,2024,full year (per-game derived),KT Rolster,Middle,97,17.362,0.179,13.231
Clozer,Korea,LCK,2024,full year (per-game derived),BNK FEARX,Middle,88,15.662,0.178,14.068
BuLLDoG,Korea,LCK,2024,full year (per-game derived),DN SOOPers,Middle,90,6.641,0.0738,7.76
Fisher,Korea,LCK,2024,full year (per-game derived),Nongshim RedForce,Middle,33,5.764,0.1747,4.175
Faker,Korea,LCK,2024,full year (per-game derived),T1,Middle,114,5.623,0.0493,7.488
kyeahoo,Korea,LCK,2024,full year (per-game derived),DRX,Middle,49,2.827,0.0577,2.484
ShowMaker,Korea,LCK,2024,full year (per-game derived),Dplus Kia,Middle,111,2.2,0.0198,5.912
FATE,Korea,LCK,2024,full year (per-game derived),HANJIN BRION,Middle,19,0.0,0.0,12.743
SeTab,Korea,LCK,2024,full year (per-game derived),DRX,Middle,34,-3.648,-0.1073,5.918
FIESTA,Korea,LCK,2024,full year (per-game derived),Nongshim RedForce,Middle,7,-7.626,-1.0894,0.392
Calix,Korea,LCK,2024,full year (per-game derived),Nongshim RedForce,Middle,8,-9.745,-1.2181,5.445
Karis,Korea,LCK,2024,full year (per-game derived),HANJIN BRION,Middle,57,-10.108,-0.1773,-1.315
Pullbae,Korea,LCK,2024,full year (per-game derived),HANJIN BRION,Middle,6,-10.511,-1.7518,6.75
Callme,Korea,LCK,2024,full year (per-game derived),Nongshim RedForce,Middle,36,-17.237,-0.4788,-4.208
Aiming,Korea,LCK,2024,full year (per-game derived),Dplus Kia,ADC,111,29.91,0.2695,23.58
Teddy,Korea,LCK,2024,full year (per-game derived),DRX,ADC,81,29.774,0.3676,22.394
Viper,Korea,LCK,2024,full year (per-game derived),Hanwha Life Esports,ADC,112,17.163,0.1532,17.67
Samver,Korea,LCK,2024,full year (per-game derived),HANJIN BRION,ADC,18,16.96,0.9422,10.65
Deft,Korea,LCK,2024,full year (per-game derived),KT Rolster,ADC,97,16.863,0.1738,15.862
Envyy,Korea,LCK,2024,full year (per-game derived),HANJIN BRION,ADC,64,14.195,0.2218,10.989
Peyz,Korea,LCK,2024,full year (per-game derived),Gen.G,ADC,103,9.697,0.0941,11.069
Gumayusi,Korea,LCK,2024,full year (per-game derived),T1,ADC,114,4.406,0.0386,10.842
Jiwoo,Korea,LCK,2024,full year (per-game derived),Nongshim RedForce,ADC,84,2.693,0.0321,5.369
Paduck,Korea,LCK,2024,full year (per-game derived),DRX,ADC,2,-1.254,-0.627,4.075
Hena,Korea,LCK,2024,full year (per-game derived),BNK FEARX,ADC,88,-8.079,-0.0918,-2.548
Leaper,Korea,LCK,2024,full year (per-game derived),DN SOOPers,ADC,44,-8.574,-0.1949,-2.047
Taeyoon,Korea,LCK,2024,full year (per-game derived),DN SOOPers,ADC,4,-17.587,-4.3968,-0.432
Bull,Korea,LCK,2024,full year (per-game derived),DN SOOPers,ADC,42,-18.078,-0.4304,-6.796
Keria,Korea,LCK,2024,full year (per-game derived),T1,Support,114,37.105,0.3255,33.505
Effort,Korea,LCK,2024,full year (per-game derived),HANJIN BRION,Support,14,34.617,2.4726,18.431
Pleata,Korea,LCK,2024,full year (per-game derived),DRX,Support,83,25.465,0.3068,22.181
Delight,Korea,LCK,2024,full year (per-game derived),Hanwha Life Esports,Support,112,24.622,0.2198,19.721
BeryL,Korea,LCK,2024,full year (per-game derived),KT Rolster,Support,97,23.951,0.2469,18.746
vital,Korea,LCK,2024,full year (per-game derived),Nongshim RedForce,Support,11,19.324,1.7567,14.748
Lehends,Korea,LCK,2024,full year (per-game derived),Gen.G,Support,103,17.313,0.1681,12.23
Peter,Korea,LCK,2024,full year (per-game derived),Nongshim RedForce,Support,44,15.692,0.3566,16.121
Duro,Korea,LCK,2024,full year (per-game derived),BNK FEARX,Support,34,10.616,0.3122,13.444
Pollu,Korea,LCK,2024,full year (per-game derived),HANJIN BRION,Support,68,1.65,0.0243,5.127
Kellin,Korea,LCK,2024,full year (per-game derived),Dplus Kia,Support,90,1.043,0.0116,7.837
Moham,Korea,LCK,2024,full year (per-game derived),Dplus Kia,Support,21,0.36,0.0171,7.531
GuGer,Korea,LCK,2024,full year (per-game derived),Nongshim RedForce,Support,29,-1.081,-0.0373,6.338
Execute,Korea,LCK,2024,full year (per-game derived),BNK FEARX,Support,54,-2.053,-0.038,3.557
Andil,Korea,LCK,2024,full year (per-game derived),DN SOOPers,Support,76,-4.646,-0.0611,-0.872
Quantum,Korea,LCK,2024,full year (per-game derived),DN SOOPers,Support,14,-11.682,-0.8344,5.523
Casting,Korea,LCK,2025,full year (per-game derived),HANJIN BRION,Top,4,77.075,19.2688,18.316
Lancer,Korea,LCK,2025,full year (per-game derived),DN SOOPers,Top,6,44.948,7.4913,27.366
Kingen,Korea,LCK,2025,full year (per-game derived),Nongshim RedForce,Top,125,36.059,0.2885,25.852
Kiin,Korea,LCK,2025,full year (per-game derived),Gen.G,Top,123,28.531,0.232,28.13
Zeus,Korea,LCK,2025,full year (per-game derived),Hanwha Life Esports,Top,136,28.175,0.2072,26.228
Rich,Korea,LCK,2025,full year (per-game derived),DRX,Top,101,26.614,0.2635,23.356
Doran,Korea,LCK,2025,full year (per-game derived),T1,Top,131,15.23,0.1163,16.73
Siwoo,Korea,LCK,2025,full year (per-game derived),Dplus Kia,Top,148,12.932,0.0874,14.94
Morgan,Korea,LCK,2025,full year (per-game derived),HANJIN BRION,Top,101,7.597,0.0752,8.563
Casting,Korea,LCK,2025,full year (per-game derived),KT Rolster,Top,19,6.656,0.3503,11.111
DuDu,Korea,LCK,2025,full year (per-game derived),DN SOOPers,Top,88,5.637,0.0641,8.352
Sero,Korea,LCK,2025,full year (per-game derived),KT Rolster,Top,4,-14.912,-3.728,9.801
Clear,Korea,LCK,2025,full year (per-game derived),BNK FEARX,Top,97,-16.91,-0.1743,-6.153
PerfecT,Korea,LCK,2025,full year (per-game derived),KT Rolster,Top,95,-18.977,-0.1998,-8.466
Soboro,Korea,LCK,2025,full year (per-game derived),BNK FEARX,Top,10,-26.743,-2.6743,9.5
Kanavi,Korea,LCK,2025,full year (per-game derived),Hanwha Life Esports,Jungle,15,42.557,2.8371,15.366
Oner,Korea,LCK,2025,full year (per-game derived),T1,Jungle,131,28.791,0.2198,22.775
Ellim,Korea,LCK,2025,full year (per-game derived),HANJIN BRION,Jungle,5,25.39,5.078,5.582
Cuzz,Korea,LCK,2025,full year (per-game derived),KT Rolster,Jungle,114,23.961,0.2102,19.816
DDoiV,Korea,LCK,2025,full year (per-game derived),DN SOOPers,Jungle,9,11.262,1.2513,2.82
GIDEON,Korea,LCK,2025,full year (per-game derived),Nongshim RedForce,Jungle,117,10.821,0.0925,8.596
Croco,Korea,LCK,2025,full year (per-game derived),HANJIN BRION,Jungle,64,10.364,0.1619,7.068
Sponge,Korea,LCK,2025,full year (per-game derived),DRX,Jungle,97,7.707,0.0795,2.398
Lucid,Korea,LCK,2025,full year (per-game derived),Dplus Kia,Jungle,147,7.377,0.0502,6.258
Canyon,Korea,LCK,2025,full year (per-game derived),Gen.G,Jungle,121,4.139,0.0342,4.501
Sponge,Korea,LCK,2025,full year (per-game derived),Nongshim RedForce,Jungle,8,2.445,0.3056,-3.724
Raptor,Korea,LCK,2025,full year (per-game derived),BNK FEARX,Jungle,107,2.06,0.0193,4.183
Sharvel,Korea,LCK,2025,full year (per-game derived),Dplus Kia,Jungle,1,-4.774,-4.774,4.35
GIDEON,Korea,LCK,2025,full year (per-game derived),HANJIN BRION,Jungle,4,-5.176,-1.294,2.371
Pyosik,Korea,LCK,2025,full year (per-game derived),DN SOOPers,Jungle,85,-6.18,-0.0727,-1.992
Sylvie,Korea,LCK,2025,full year (per-game derived),KT Rolster,Jungle,4,-7.222,-1.8055,-0.498
Peanut,Korea,LCK,2025,full year (per-game derived),Hanwha Life Esports,Jungle,121,-8.35,-0.069,-0.571
Willer,Korea,LCK,2025,full year (per-game derived),DRX,Jungle,2,-14.564,-7.282,8.618
Vincenzo,Korea,LCK,2025,full year (per-game derived),DRX,Jungle,2,-14.625,-7.3125,0.816
Juny,Korea,LCK,2025,full year (per-game derived),Gen.G,Jungle,2,-32.877,-16.4385,0.34
HamBak,Korea,LCK,2025,full year (per-game derived),HANJIN BRION,Jungle,32,-41.177,-1.2868,-12.246
Chovy,Korea,LCK,2025,full year (per-game derived),Gen.G,Middle,121,52.676,0.4353,43.551
Hwichan,Korea,LCK,2025,full year (per-game derived),KT Rolster,Middle,3,36.658,12.2193,11.981
Clozer,Korea,LCK,2025,full year (per-game derived),HANJIN BRION,Middle,101,27.281,0.2701,21.397
Bdd,Korea,LCK,2025,full year (per-game derived),KT Rolster,Middle,115,24.799,0.2156,19.703
kyeahoo,Korea,LCK,2025,full year (per-game derived),DRX,Middle,39,18.604,0.477,12.822
Calix,Korea,LCK,2025,full year (per-game derived),Nongshim RedForce,Middle,77,16.151,0.2098,14.884
Pungyeon,Korea,LCK,2025,full year (per-game derived),DN SOOPers,Middle,12,15.439,1.2866,15.508
Scout,Korea,LCK,2025,full year (per-game derived),Nongshim RedForce,Middle,8,14.339,1.7924,10.587
Ucal,Korea,LCK,2025,full year (per-game derived),DRX,Middle,62,12.095,0.1951,11.265
Zeka,Korea,LCK,2025,full year (per-game derived),Hanwha Life Esports,Middle,136,9.636,0.0709,13.538
BuLLDoG,Korea,LCK,2025,full year (per-game derived),DN SOOPers,Middle,76,7.818,0.1029,8.737
Fisher,Korea,LCK,2025,full year (per-game derived),Nongshim RedForce,Middle,40,0.0,0.0,4.486
VicLa,Korea,LCK,2025,full year (per-game derived),BNK FEARX,Middle,99,-1.069,-0.0108,1.519
ShowMaker,Korea,LCK,2025,full year (per-game derived),Dplus Kia,Middle,148,-1.206,-0.0081,2.43
Flip,Korea,LCK,2025,full year (per-game derived),DN SOOPers,Middle,6,-2.818,-0.4697,7.647
Faker,Korea,LCK,2025,full year (per-game derived),T1,Middle,131,-8.924,-0.0681,-1.185
Daystar,Korea,LCK,2025,full year (per-game derived),BNK FEARX,Middle,8,-27.224,-3.403,2.759
Fisher,Korea,LCK,2025,full year (per-game derived),HANJIN BRION,Middle,4,-43.924,-10.981,4.195
Loid,Korea,LCK,2025,full year (per-game derived),Gen.G,Middle,2,-57.754,-28.877,5.621
Peyz,Korea,LCK,2025,full year (per-game derived),T1,ADC,16,40.132,2.5082,14.814
Diable,Korea,LCK,2025,full year (per-game derived),BNK FEARX,ADC,107,36.139,0.3377,28.686
vital,Korea,LCK,2025,full year (per-game derived),Nongshim RedForce,ADC,4,35.827,8.9568,14.534
Aiming,Korea,LCK,2025,full year (per-game derived),Dplus Kia,ADC,131,33.362,0.2547,27.712
Enosh,Korea,LCK,2025,full year (per-game derived),DN SOOPers,ADC,6,30.083,5.0138,11.187
Ruler,Korea,LCK,2025,full year (per-game derived),Gen.G,ADC,121,28.925,0.239,24.388
Gumayusi,Korea,LCK,2025,full year (per-game derived),T1,ADC,91,27.967,0.3073,19.022
Berserker,Korea,LCK,2025,full year (per-game derived),DN SOOPers,ADC,88,27.819,0.3161,22.322
Viper,Korea,LCK,2025,full year (per-game derived),Hanwha Life Esports,ADC,121,24.031,0.1986,20.44
Smash,Korea,LCK,2025,full year (per-game derived),T1,ADC,24,18.818,0.7841,13.378
Teddy,Korea,LCK,2025,full year (per-game derived),HANJIN BRION,ADC,4,17.64,4.41,18.146
Teddy,Korea,LCK,2025,full year (per-game derived),DRX,ADC,62,13.205,0.213,15.875
Smash,Korea,LCK,2025,full year (per-game derived),Dplus Kia,ADC,17,6.997,0.4116,10.351
Bull,Korea,LCK,2025,full year (per-game derived),HANJIN BRION,ADC,11,4.982,0.4529,-0.091
Hype,Korea,LCK,2025,full year (per-game derived),HANJIN BRION,ADC,90,0.121,0.0013,5.505
deokdam,Korea,LCK,2025,full year (per-game derived),KT Rolster,ADC,106,-0.363,-0.0034,0.274
Jiwoo,Korea,LCK,2025,full year (per-game derived),Nongshim RedForce,ADC,109,-3.805,-0.0349,-0.97
LazyFeel,Korea,LCK,2025,full year (per-game derived),DRX,ADC,35,-5.816,-0.1662,0.26
Gumayusi,Korea,LCK,2025,full year (per-game derived),Hanwha Life Esports,ADC,15,-10.502,-0.7001,8.183
FenRir,Korea,LCK,2025,full year (per-game derived),KT Rolster,ADC,4,-14.067,-3.5168,4.628
Jiwoo,Korea,LCK,2025,full year (per-game derived),DRX,ADC,4,-16.414,-4.1035,3.735
Trigger,Korea,LCK,2025,full year (per-game derived),Nongshim RedForce,ADC,4,-20.235,-5.0588,3.934
Taeyoon,Korea,LCK,2025,full year (per-game derived),Nongshim RedForce,ADC,8,-32.978,-4.1222,0.731
Harusary,Korea,LCK,2025,full year (per-game derived),Gen.G,ADC,2,-45.364,-22.682,3.877
Paduck,Korea,LCK,2025,full year (per-game derived),KT Rolster,ADC,8,-59.42,-7.4275,-3.009
Effort,Korea,LCK,2025,full year (per-game derived),KT Rolster,Support,4,82.951,20.7377,24.395
Keria,Korea,LCK,2025,full year (per-game derived),T1,Support,131,39.812,0.3039,35.749
Kellin,Korea,LCK,2025,full year (per-game derived),BNK FEARX,Support,107,38.29,0.3579,26.084
Delight,Korea,LCK,2025,full year (per-game derived),Hanwha Life Esports,Support,136,27.637,0.2032,23.884
Namgung,Korea,LCK,2025,full year (per-game derived),HANJIN BRION,Support,4,27.002,6.7505,19.038
Peter,Korea,LCK,2025,full year (per-game derived),KT Rolster,Support,92,26.593,0.2891,22.287
Duro,Korea,LCK,2025,full year (per-game derived),Gen.G,Support,123,17.515,0.1424,16.763
Lehends,Korea,LCK,2025,full year (per-game derived),Nongshim RedForce,Support,125,15.929,0.1274,14.415
Pleata,Korea,LCK,2025,full year (per-game derived),DRX,Support,10,13.982,1.3982,19.519
Life,Korea,LCK,2025,full year (per-game derived),DN SOOPers,Support,80,12.417,0.1552,12.234
Pollu,Korea,LCK,2025,full year (per-game derived),HANJIN BRION,Support,101,11.656,0.1154,10.629
Quantum,Korea,LCK,2025,full year (per-game derived),DN SOOPers,Support,14,1.917,0.1369,7.438
Way,Korea,LCK,2025,full year (per-game derived),KT Rolster,Support,22,-0.639,-0.029,11.879
BeryL,Korea,LCK,2025,full year (per-game derived),Dplus Kia,Support,131,-6.771,-0.0517,3.135
Andil,Korea,LCK,2025,full year (per-game derived),DRX,Support,91,-9.47,-0.1041,-3.502
Career,Korea,LCK,2025,full year (per-game derived),Dplus Kia,Support,17,-25.105,-1.4768,3.237
Zeus,Korea,LCK,2026,full year (per-game derived),Hanwha Life Esports,Top,70,53.285,0.7612,37.536
DuDu,Korea,LCK,2026,full year (per-game derived),DN SOOPers,Top,75,42.783,0.5704,26.619
Kiin,Korea,LCK,2026,full year (per-game derived),Gen.G,Top,77,41.52,0.5392,34.466
PerfecT,Korea,LCK,2026,full year (per-game derived),KT Rolster,Top,71,29.306,0.4128,20.041
Rich,Korea,LCK,2026,full year (per-game derived),Kiwoom DRX,Top,77,26.104,0.339,25.813
Siwoo,Korea,LCK,2026,full year (per-game derived),Dplus Kia,Top,89,24.077,0.2705,21.002
Casting,Korea,LCK,2026,full year (per-game derived),HANJIN BRION,Top,71,12.577,0.1771,16.505
Kingen,Korea,LCK,2026,full year (per-game derived),Nongshim RedForce,Top,70,-4.192,-0.0599,14.661
Doran,Korea,LCK,2026,full year (per-game derived),T1,Top,76,-5.265,-0.0693,8.591
Clear,Korea,LCK,2026,full year (per-game derived),BNK FEARX,Top,77,-8.448,-0.1097,-3.58
Frog,Korea,LCK,2026,full year (per-game derived),Kiwoom DRX,Top,5,-10.763,-2.1526,6.824
Sharvel,Korea,LCK,2026,full year (per-game derived),DN SOOPers,Jungle,5,41.266,8.2532,15.466
Lucid,Korea,LCK,2026,full year (per-game derived),Dplus Kia,Jungle,86,21.742,0.2528,12.701
Oner,Korea,LCK,2026,full year (per-game derived),T1,Jungle,76,16.96,0.2232,18.612
GIDEON,Korea,LCK,2026,full year (per-game derived),HANJIN BRION,Jungle,71,16.579,0.2335,12.859
Willer,Korea,LCK,2026,full year (per-game derived),Kiwoom DRX,Jungle,82,15.783,0.1925,13.566
Canyon,Korea,LCK,2026,full year (per-game derived),Gen.G,Jungle,77,13.702,0.1779,8.331
Pyosik,Korea,LCK,2026,full year (per-game derived),DN SOOPers,Jungle,68,6.917,0.1017,3.583
Kanavi,Korea,LCK,2026,full year (per-game derived),Hanwha Life Esports,Jungle,70,3.033,0.0433,6.377
Sharvel,Korea,LCK,2026,full year (per-game derived),Dplus Kia,Jungle,3,-0.304,-0.1013,11.401
Raptor,Korea,LCK,2026,full year (per-game derived),BNK FEARX,Jungle,77,-1.011,-0.0131,2.494
Cuzz,Korea,LCK,2026,full year (per-game derived),KT Rolster,Jungle,71,-3.848,-0.0542,8.196
Sponge,Korea,LCK,2026,full year (per-game derived),Nongshim RedForce,Jungle,70,-5.168,-0.0738,1.124
DDoiV,Korea,LCK,2026,full year (per-game derived),DN SOOPers,Jungle,2,-67.593,-33.7965,-1.491
Chovy,Korea,LCK,2026,full year (per-game derived),Gen.G,Middle,77,69.516,0.9028,53.75
Bdd,Korea,LCK,2026,full year (per-game derived),KT Rolster,Middle,71,45.941,0.6471,32.751
Zeka,Korea,LCK,2026,full year (per-game derived),Hanwha Life Esports,Middle,70,37.315,0.5331,24.213
Scout,Korea,LCK,2026,full year (per-game derived),Nongshim RedForce,Middle,70,35.998,0.5143,31.76
Clozer,Korea,LCK,2026,full year (per-game derived),DN SOOPers,Middle,75,35.736,0.4765,29.287
Ucal,Korea,LCK,2026,full year (per-game derived),Kiwoom DRX,Middle,82,27.761,0.3385,24.414
VicLa,Korea,LCK,2026,full year (per-game derived),BNK FEARX,Middle,67,20.498,0.3059,15.134
ShowMaker,Korea,LCK,2026,full year (per-game derived),Dplus Kia,Middle,89,15.406,0.1731,10.449
Faker,Korea,LCK,2026,full year (per-game derived),T1,Middle,76,2.392,0.0315,3.305
Roamer,Korea,LCK,2026,full year (per-game derived),HANJIN BRION,Middle,54,-7.175,-0.1329,4.374
Daystar,Korea,LCK,2026,full year (per-game derived),BNK FEARX,Middle,10,-21.898,-2.1898,7.846
Loki,Korea,LCK,2026,full year (per-game derived),HANJIN BRION,Middle,17,-23.944,-1.4085,6.066
Taeyoon,Korea,LCK,2026,full year (per-game derived),BNK FEARX,ADC,25,34.588,1.3835,18.454
Aiming,Korea,LCK,2026,full year (per-game derived),KT Rolster,ADC,63,26.82,0.4257,26.45
Peyz,Korea,LCK,2026,full year (per-game derived),T1,ADC,76,25.158,0.331,20.37
Aiming,Korea,LCK,2026,full year (per-game derived),Kiwoom DRX,ADC,3,22.807,7.6023,26.136
Diable,Korea,LCK,2026,full year (per-game derived),BNK FEARX,ADC,50,20.867,0.4173,24.326
Smash,Korea,LCK,2026,full year (per-game derived),Dplus Kia,ADC,89,19.946,0.2241,17.611
Gumayusi,Korea,LCK,2026,full year (per-game derived),Hanwha Life Esports,ADC,70,15.427,0.2204,17.302
Teddy,Korea,LCK,2026,full year (per-game derived),HANJIN BRION,ADC,71,14.987,0.2111,13.972
Ruler,Korea,LCK,2026,full year (per-game derived),Gen.G,ADC,77,11.803,0.1533,17.082
Diable,Korea,LCK,2026,full year (per-game derived),Nongshim RedForce,ADC,29,10.744,0.3705,22.373
Jiwoo,Korea,LCK,2026,full year (per-game derived),Kiwoom DRX,ADC,38,0.0,0.0,2.123
Taeyoon,Korea,LCK,2026,full year (per-game derived),Nongshim RedForce,ADC,41,-0.25,-0.0061,3.17
Slayer,Korea,LCK,2026,full year (per-game derived),BNK FEARX,ADC,2,-0.631,-0.3155,15.637
LazyFeel,Korea,LCK,2026,full year (per-game derived),Kiwoom DRX,ADC,41,-15.039,-0.3668,-2.259
FenRir,Korea,LCK,2026,full year (per-game derived),KT Rolster,ADC,8,-23.415,-2.9269,3.954
deokdam,Korea,LCK,2026,full year (per-game derived),DN SOOPers,ADC,71,-24.766,-0.3488,-9.505
Enosh,Korea,LCK,2026,full year (per-game derived),DN SOOPers,ADC,4,-32.862,-8.2155,7.505
Keria,Korea,LCK,2026,full year (per-game derived),T1,Support,76,27.547,0.3625,28.852
Delight,Korea,LCK,2026,full year (per-game derived),Hanwha Life Esports,Support,67,20.288,0.3028,20.881
Duro,Korea,LCK,2026,full year (per-game derived),Gen.G,Support,77,19.394,0.2519,16.253
Kellin,Korea,LCK,2026,full year (per-game derived),BNK FEARX,Support,77,18.18,0.2361,19.513
Pleata,Korea,LCK,2026,full year (per-game derived),Nongshim RedForce,Support,7,17.966,2.5666,10.061
Namgung,Korea,LCK,2026,full year (per-game derived),HANJIN BRION,Support,71,17.841,0.2513,15.595
Effort,Korea,LCK,2026,full year (per-game derived),KT Rolster,Support,54,17.782,0.3293,15.977
Career,Korea,LCK,2026,full year (per-game derived),Dplus Kia,Support,89,12.517,0.1406,10.769
Lehends,Korea,LCK,2026,full year (per-game derived),Nongshim RedForce,Support,63,3.164,0.0502,8.599
Peter,Korea,LCK,2026,full year (per-game derived),DN SOOPers,Support,49,1.463,0.0299,11.233
Quantum,Korea,LCK,2026,full year (per-game derived),DN SOOPers,Support,8,-2.315,-0.2894,5.374
Andil,Korea,LCK,2026,full year (per-game derived),Kiwoom DRX,Support,82,-4.388,-0.0535,-2.384
Bluffing,Korea,LCK,2026,full year (per-game derived),Hanwha Life Esports,Support,3,-4.41,-1.47,9.677
Ghost,Korea,LCK,2026,full year (per-game derived),KT Rolster,Support,11,-39.37,-3.5791,-4.359
Life,Korea,LCK,2026,full year (per-game derived),DN SOOPers,Support,18,-42.129,-2.3405,-1.391
Pollu,Korea,LCK,2026,full year (per-game derived),KT Rolster,Support,6,-53.744,-8.9573,4.569
Lancer,Korea,LCK CL,2023,full year (per-game derived),DN SOOPers Challengers,Top,25,58.246,2.3298,32.158
IlllIma,Korea,LCK CL,2023,full year (per-game derived),DN SOOPers Challengers,Top,57,40.674,0.7136,30.275
Thanatos,Korea,LCK CL,2023,full year (per-game derived),Dplus Kia Challengers,Top,125,27.474,0.2198,24.253
PerfecT,Korea,LCK CL,2023,full year (per-game derived),KT Rolster Challengers,Top,53,19.208,0.3624,16.33
DnDn,Korea,LCK CL,2023,full year (per-game derived),Nongshim Esports Academy,Top,2,18.681,9.3405,11.925
Zest,Korea,LCK CL,2023,full year (per-game derived),Gen.G Global Academy,Top,64,17.205,0.2688,15.32
Rooster,Korea,LCK CL,2023,full year (per-game derived),Hanwha Life Esports Challengers,Top,103,15.814,0.1535,14.801
Casting,Korea,LCK CL,2023,full year (per-game derived),Gen.G Global Academy,Top,26,12.554,0.4828,11.974
Clear,Korea,LCK CL,2023,full year (per-game derived),DRX Challengers,Top,57,10.44,0.1832,10.817
Dal,Korea,LCK CL,2023,full year (per-game derived),T1 Esports Academy,Top,100,8.93,0.0893,9.546
Mihile,Korea,LCK CL,2023,full year (per-game derived),Nongshim Esports Academy,Top,102,7.769,0.0762,8.65
DDahyuk,Korea,LCK CL,2023,full year (per-game derived),Liiv SANDBOX Youth,Top,86,1.168,0.0136,3.941
Castle,Korea,LCK CL,2023,full year (per-game derived),KT Rolster Challengers,Top,46,-1.168,-0.0254,3.986
